0.855862081,0.986206889,0.907586217,0.974482775,0.913793087,0.768965542,0.986896574,0.988965511,0.882068992,0.862758636
0.458620697,0.935172439,0.933793128,0.863448262,0.932413816,0.968275845,0.926896572,0.984827578,0.980000019,0.992413819
0.971034467,0.910344839,0.928275883,0.970344841,0.977241397,0.886896551,0.857241392,0.922068954,0.877931058,0.89172411
0.882068992,0.837241352,0.970344841,0.937241375,0.982758641,0.853103459,0.99379313,0.931724131,0.937241375,0.953793108
0.92413795,0.937931061,0.920000017,0.988275886,0.871724129,0.926206887,0.998620689,0.908275843,0.994482756,0.984137952
0.991034508,0.550344825,0.844137907,0.901379287,0.842758596,0.844137907,0.988965511,0.901379287,0.923448265,0.859310329
0.886206925,0.986896574,0.967586219,0.827586234,0.959310353,0.984827578,0.978620708,0.962068975,0.928275883,0.968275845
0.87310344,0.957241356,0.91793102,0.93655175,0.98137933,0.94275862,0.810344815,0.974482775,0.881379306,0.909655154
0.793103456,0.944137931,0.890344799,0.810344815,0.973103464,0.853103459,0.93034482,0.903448284,0.979310334,0.980000019
0.984827578,0.968275845,0.932413816,0.868965507,0.932413816,0.915172398,0.926896572,0.91793102,0.884137928,0.818620682
